項目名,支払日,カテゴリー,金額,備考,決算日,最終更新日時,中間DateBase
アマゾン購入,2024年3月7日,雑費,"￥1,540",Amazon.co.jp,2024年3月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
自販機,2024年3月6日,食費,￥140,Coke ON,2024年3月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ,2024年3月1日,食費,"￥1,579",ローソン - 御幣島三丁目,2024年3月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月28日,食費,￥710,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ,2024年2月26日,食費,￥273,ファミリーマート - 姫里一丁目,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年2月24日,食費,"￥1,180",丸亀製麺 - 丸亀製麺　　野田阪神,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
鳥貴族,2024年2月21日,食費,"￥5,760",デビット１　６２６４０５　ＴＯＲＩＫＩＺＯ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月21日,食費,￥840,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2024年2月19日,雑費,"￥3,278",デビット１　６１８２８３　ＣＨＯＣＯＺＡＰ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年2月19日,食費,￥760,丸亀製麺 - 丸亀製麺　　野田阪神,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年2月17日,食費,"￥1,280",丸亀製麺 - 丸亀製麺　　野田阪神,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月17日,食費,￥540,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2024年2月17日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
生徒会ご飯会,2024年2月15日,食費,"￥2,600",デビット１　４８１１０７　ＵＭＥＤＡＮＥＯ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月14日,食費,￥890,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ぺいさんち買い物,2024年2月12日,食費,￥99,デビット１　２８１７７２　ＫＯＮＯＭＩＹＡ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ,2024年2月12日,食費,"￥2,437",デビット１　３４８４４９　ＳＥＶＥＮ－ＥＬ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ぺいさんち買い物,2024年2月12日,食費,"￥5,849",デビット１　２８１６３５　ＫＯＮＯＭＩＹＡ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ,2024年2月12日,食費,￥537,ローソン - 佐堂町三丁目,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
お菓子買い物,2024年2月11日,食費,"￥1,928",デビット１　９３７７９４　ＩＴＯＹＯＫＡＤ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ぺいさんち買い物,2024年2月10日,食費,"￥1,092",デビット１　７０７５４４　ＫＯＮＯＭＩＹＡ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
お菓子買い物,2024年2月8日,食費,￥590,デビット１　８２８４３３　ＪＲＷＥＳＴ　Ｓ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
りる悠人ごはん,2024年2月8日,食費,"￥2,550",デビット１　８８５９５０　ＧＵＲＡＮＮＨＵ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
りるご飯ん,2024年2月8日,食費,"￥6,127",デビット１　９５３０１９　ＥＢＩＳＥＮＷＨ,2024年2月29日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月5日,食費,￥800,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2024年2月4日,雑費,￥604,Amazon.co.jp,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月3日,食費,￥760,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年2月2日,食費,￥800,マクドナルドモバイルオーダー,2024年2月29日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ,2024年1月29日,食費,￥510,セブン-イレブン - 大阪筆ヶ崎町,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年1月27日,食費,￥670,丸亀製麺 - 丸亀製麺　　野田阪神,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2024年1月27日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
泉南部屋代,2024年1月25日,雑費,"￥16,500",デビット１　６８５５２２　ＪＴＢＪＢＩＵＣ,2024年1月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年1月21日,食費,￥990,丸亀製麺 - 丸亀製麺　　上本町,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2024年1月21日,食費,"￥1,400",中川陽登,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年1月20日,食費,￥830,マクドナルドモバイルオーダー,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2024年1月19日,雑費,"￥3,278",デビット１　４１５６４１　ＣＨＯＣＯＺＡＰ,2024年1月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
天ぷらまきのご飯,2024年1月15日,食費,"￥1,529",デビット１　２３６８４０　ＨＡＮＫＩＹＵＨ,2024年1月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年1月13日,食費,￥800,マクドナルドモバイルオーダー,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年1月9日,食費,￥650,マクドナルドモバイルオーダー,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
成人式後のスシロー,2024年1月8日,食費,"￥3,680",デビット１　７６２２２２　ＳＵＳＨＩＲＯ,2024年1月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2024年1月8日,食費,￥300,岩田直之,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2024年1月8日,食費,￥100,そうたろう,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2024年1月8日,食費,￥200,そうたろう,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2024年1月6日,食費,￥620,丸亀製麺 - 丸亀製麺　　野田阪神,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2024年1月6日,食費,￥670,マクドナルドモバイルオーダー,2024年1月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月28日,食費,￥680,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年12月23日,食費,￥580,丸亀製麺 - 丸亀製麺　　野田阪神,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
クリパの買い物,2023年12月22日,雑費,"￥1,102",デビット１　４５９００８　ＩＴＯ　ＹＯＫＡ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
クリパの買い物,2023年12月22日,雑費,"￥5,880",デビット１　４９７４１４　ＫＥＮＴＵＣＫＹ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月22日,食費,"￥1,900",マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
クリパの買い物,2023年12月20日,雑費,"￥1,102",デビット１　８０９６３５　ＩＴＯ　ＹＯＫＡ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
クリパの買い物,2023年12月20日,雑費,"￥2,350",デビット１　７９２３５４　ＩＴＯ　ＹＯＫＡ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
振込手数料,2023年12月19日,雑費,￥220,為替手数料　フリコミ　テスウリヨウ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2023年12月19日,雑費,"￥3,278",デビット１　１６６５７４　ＣＨＯＣＯＺＡＰ,2023年12月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
教習所支払い,2023年12月19日,雑費,"￥280,500",振込ＩＢ２　オオサカキヨウイクダイガク,2023年12月31日,2025年3月14日 19:24,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月18日,食費,￥500,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月18日,食費,￥220,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年12月13日,雑費,"￥3,824",Amazon.co.jp,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月12日,食費,￥990,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年12月9日,食費,￥800,丸亀製麺 - 丸亀製麺　　野田阪神,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月6日,食費,￥460,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月5日,食費,￥220,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月5日,食費,￥650,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
無印良品,2023年12月5日,食費,"￥1,000",なんばウォーク - ＭＵＪＩ．ｃｏｍ　２,2023年12月31日,2025年3月20日 0:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年12月3日,食費,￥740,マクドナルドモバイルオーダー,2023年12月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年11月29日,食費,￥830,マクドナルドモバイルオーダー,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年11月25日,食費,￥680,マクドナルドモバイルオーダー,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年11月24日,食費,￥790,丸亀製麺 - 丸亀製麺　　上本町,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年11月23日,食費,"￥1,730",マクドナルドモバイルオーダー,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年11月20日,食費,￥500,マクドナルドモバイルオーダー,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年11月18日,食費,￥800,丸亀製麺 - 丸亀製麺　　野田阪神,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年11月17日,雑費,"￥1,599",Amazon.co.jp,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年11月13日,食費,￥670,マクドナルドモバイルオーダー,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
実委打ち上げ買い物,2023年11月12日,食費,"￥3,460",デビット１　６０１０５７　ＡＥＯＮ　ＹＡＯ,2023年11月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
野田パン,2023年11月12日,食費,"￥1,210",Peu　de　Pan,2023年11月30日,2025年3月20日 0:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年11月11日,食費,￥860,丸亀製麺 - 丸亀製麺　　野田阪神,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年11月11日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年11月3日,食費,"￥1,000",中川陽登,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年11月2日,食費,"￥1,000",中川陽登,2023年11月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ライフ買い物,2023年11月1日,食費,"￥3,892",デビット１　８５３４９６　ＬＩＦＥ　ＣＯＲ,2023年11月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月30日,食費,￥500,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
無印良品,2023年10月29日,食費,"￥1,928",あまがさきキューズモール - 無印良品,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年10月28日,食費,￥750,丸亀製麺 - 野田阪神,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
天王寺ごはん,2023年10月25日,食費,"￥12,900",デビット１　２５２３０５　ＢＵＦＦＥＴ　Ｓ,2023年10月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月23日,食費,￥680,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
映画,2023年10月22日,雑費,"￥2,400",デビット１　００１３６５　ＡＢＥＮＯＡＰＯ,2023年10月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
天王寺ごはん,2023年10月22日,食費,"￥9,900",デビット１　１５９４６６　ＪＲＷＥＳＴ　Ｓ,2023年10月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
無印良品,2023年10月22日,食費,￥630,天王寺ミオ - 無印良品,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月22日,食費,￥520,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月22日,食費,￥630,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2023年10月21日,雑費,"￥2,978",デビット１　５２６４０８　ＣＨＯＣＯＺＡＰ,2023年10月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年10月21日,食費,￥730,丸亀製麺 - 野田阪神,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月21日,食費,￥670,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月18日,食費,"￥1,790",マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月17日,食費,￥750,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月16日,食費,"￥1,070",マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年10月15日,雑費,"￥12,140",Amazon.co.jp,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月13日,食費,￥790,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年10月12日,食費,￥860,マクドナルドモバイルオーダー,2023年10月31日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
実委くら寿司,2023年10月4日,食費,"￥5,176",デビット１　７１６１１９　ＫＵＲＡ　ＳＵＳ,2023年10月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月30日,食費,￥670,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月27日,食費,￥920,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
実委 BBQ,2023年9月25日,食費,"￥1,300",ホテルロッジ舞洲 - 森とリルのBBQフィールド,2023年9月30日,2025年3月20日 0:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ペイさんち買い物,2023年9月24日,食費,"￥3,866",デビット１　８３１３８０　ＫＯＮＯＭＩＹＡ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ぺいさんち買い物,2023年9月24日,食費,"￥7,047",デビット１　８８４８７２　ＫＯＮＯＭＩＹＡ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ヨドバシ買い物,2023年9月23日,雑費,"￥9,641",デビット１　５０２５５１　ＭＡＲＵＣＨＩＭ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
焼肉,2023年9月23日,食費,"￥20,760",デビット１　５８０９０３　ＫＡＮＫＯＫＵＹ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
チョコザップ,2023年9月21日,雑費,"￥2,978",デビット１　６７４４４８　ＣＨＯＣＯＺＡＰ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年9月17日,食費,"￥3,700",シュウジ,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
三田製麺,2023年9月16日,食費,"￥1,530",デビット１　０８４６６２　ＭＩＴＡＳＥＩＭ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
けなはるとごはん,2023年9月14日,食費,"￥11,726",デビット１　３９６６１３　ＮＥＷ　ＳＵＳＨ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年9月12日,食費,"￥2,816",ワールドビュッフェ - リノアス八尾店,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月12日,食費,￥720,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年9月11日,食費,￥970,丸亀製麺 - 野田阪神,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月11日,食費,￥570,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
送った金額,2023年9月9日,食費,￥954,shi********,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
支払い,2023年9月9日,食費,"￥15,840",バーベ急便,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
上本町買い物,2023年9月6日,雑費,"￥5,970",デビット１　６４６６６０　ＫＩＮＴＥＴＳＵ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月6日,食費,￥400,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月4日,食費,￥670,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
アマゾン購入,2023年9月4日,雑費,"￥1,990",Amazon.co.jp,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
京都駅ごはん,2023年9月3日,食費,￥691,デビット１　５８５０５９　ＫＹＯＴＯ　ＴＯ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月2日,食費,￥780,デビット１　３４３６０７　ＭＣＤＯＮＡＬＤ,2023年9月30日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2023年9月2日,食費,￥970,丸亀製麺 - 野田阪神,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルド,2023年9月2日,食費,￥670,マクドナルドモバイルオーダー,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
スギ薬局,2023年9月2日,食費,￥108,スギ薬局グループ - スギドラッグ野田阪神店,2023年9月30日,2025年3月13日 21:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
任天堂shop,2023年8月31日,雑費,￥550,デビット１　５２１３９８　ＮＩＮＴＥＮＤＯ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
梅田ごはん,2023年8月31日,食費,"￥2,236",デビット１　４３３５１２　ＪＲＷＥＳＴ　Ｓ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
梅田ごはん,2023年8月31日,食費,"￥3,828",デビット１　３４７６０９　ＪＲＷＥＳＴ　Ｓ,2023年8月31日,2025年3月14日 18:13,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
